environment	page node id	link	url location	page title	drupal content type	publish status	page content age	total views	status codes	path depth	team count	team ids	team names	block teams count	block team ids	block teams	total node count	reusable block count	# blocks with no team	blocks with team matching page	blocks with team not matching page	percent blocks no team	percent blocks page team match	block types	block type details	reusable block types
arts	630	link	https://arts.ucalgary.ca/geography/current-students/graduate/regulations/thesis-based-degree-guidelines	GEOG Current Students Graduate Regulations Thesis-Based Guidelines - ARTS ,	Basic page	Published	0.5	172	200	4	1	3	GEOG - 3	45	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	16	3	1	14	1	6	88	Accordion|Banner|Hero CTA|More Information|Text|Text Grid	Accordion (1,2020-01-16) | Banner (4,2024-03-27) | Hero CTA (1,2023-02-16) | More Information (2,2025-06-27) | Text (7,2025-05-05) | Text Grid (1,2019-04-03)	Banner|More Information
arts	632	link	https://arts.ucalgary.ca/geography/current-students/graduate/regulations/doctoral-candidacy-requirements	GEOG Current Students Graduate Regulations Doctoral Candidacy - ARTS ,	Basic page	Published	1.8	111	200	4	1	3	GEOG - 3	1	3	GEOG - 3	14	1	1	13	0	7	93	Banner|Checklist|Hero CTA|More Information|Text|Text Grid	Banner (4,2024-03-28) | Checklist (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (1,2022-10-06) | Text (4,2023-09-26) | Text Grid (3,2023-07-10)	Banner
arts	634	link	https://arts.ucalgary.ca/geography/current-students/graduate/regulations/mgis-degree-guidelines	GEOG Current Students Graduate Regulations MGIS Degree Guidelines - ARTS ,	Basic page	Published	0.5	45	200	4	1	3	GEOG - 3	45	1|2|3|9|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|30|32|33|34|35|36|37|39|41|43|45|47|49|51|53|54|55|56|57|58|60|62|63|64|65	AGSC - 65|ALMC - 37|ANTH - 20|ART & ART HIST - 36|ARTS - 1|ARTS EDI|ASC - 14|ASHA - 16|CDWP - 23|CHIN - 39|CIH - 24|CLARE - 2|CMF - 21|CMSS - 25|Conference - ICCSLTE|COOP - 15|CRFA|ECON - 27|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GEOG - 3|Geospatial Information Technology|GERM - 43|HIST - 29|IIS - 30|INDL - 45|IT - 19|ITAL - 47|JPNS - 49|LARC - 32|LING - 22|LRC - 55|PHIL - 33|POLI - 9|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion|RDC - 17|Research - 18|RUSS - 51|SCPA - 26|SLLLC - 22|SOCI - 35|SPAN - 53	8	2	1	6	1	12	75	Banner|Hero CTA|More Information|Text|Text Grid	Banner (2,2024-05-08) | Hero CTA (1,2023-02-16) | More Information (2,2025-06-27) | Text (2,2024-03-27) | Text Grid (1,2022-06-23)	More Information
arts	635	link	https://arts.ucalgary.ca/political-science/future-students/undergraduate/programs/international-relations/international	POLI Future Students International Relations Program	Basic page	Published	0.2	726	200	5	1	9	POLI - 9	2	9|36	ART & ART HIST - 36|POLI - 9	12	2	1	8	3	8	67	Banner|Divider|Hero CTA|More Information|Sidekick CTA|Text|Text Grid	Banner (1,2023-09-26) | Divider (3,2019-06-11) | Hero CTA (1,2023-02-16) | More Information (2,2025-11-07) | Sidekick CTA (1,2024-04-10) | Text (3,2023-09-26) | Text Grid (1,2024-04-10)	Banner|More Information
arts	636	link	https://arts.ucalgary.ca/political-science/future-students/international-relations/programs/international-relations-coop-ba	POLI Future Students International Relations Program Programs BA with Co-Op in International Relations -	Basic page	Published	0.2	17	200	4	0			1	9	POLI - 9	5	2	1	0	4	20	0	Banner|Hero CTA|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (2,2025-11-07) | Sidekick CTA (1,2023-09-26)	Banner|More Information
arts	638	link	https://arts.ucalgary.ca/political-science/about/alumni	POLI About Alumni	Basic page	Published	2.3	68	200	2	1	9	POLI - 9	1	9	POLI - 9	5		1	4	0	20	80	Hero CTA|More Information|News Feed|Related Content|Text	Hero CTA (1,2023-02-16) | More Information (1,2022-10-06) | News Feed (1,2020-04-02) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	
arts	644	link	https://arts.ucalgary.ca/english/contact	ENGL Contact	Basic page	Published	0.6	977	200	1	1	13	ENGL - 13	2	1|13	ARTS - 1|ENGL - 13	7	4	1	4	2	14	57	Banner|Hero CTA|More Information|Text Grid	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (3,2025-02-27) | Text Grid (2,2025-06-23)	Banner|More Information|Text Grid
arts	652	link	https://arts.ucalgary.ca/english/future-students/undergraduate/contacts	ENGL Future Students Undergraduate Contacts	Basic page	Published	1.5	121	200	3	1	13	ENGL - 13	1	13	ENGL - 13	3	1	1	2	0	33	67	Hero CTA|Info Shim|More Information	Hero CTA (1,2023-02-16) | Info Shim (1,2022-11-08) | More Information (1,2024-07-11)	More Information
arts	663	link	https://arts.ucalgary.ca/english/future-students/undergraduate/programs/english-degree	ENGL Future Students Undergraduate English Degrees - ARTS ,	Basic page	Published	0.3	886	200	4	1	13	ENGL - 13	2	3|13	ENGL - 13|GEOG - 3	8	1	1	6	1	12	75	Accordion|Banner|Divider|Hero CTA|More Information|Sidekick CTA|Text|Text Grid	Accordion (1,2025-09-26) | Banner (1,2023-09-26) | Divider (1,2024-11-28) | Hero CTA (1,2023-02-16) | More Information (1,2024-03-12) | Sidekick CTA (1,2023-09-26) | Text (1,2024-11-28) | Text Grid (1,2024-11-28)	Banner
arts	665	link	https://arts.ucalgary.ca/english/future-students/undergraduate/programs/minor-medieval-renaissance-and-reformation-studies	ENGL Future Students Undergraduate Minor in Medieval Studies - ARTS ,	Basic page	Published	1.8	99	200	4	1	13	ENGL - 13	2	3|13	ENGL - 13|GEOG - 3	4	1	1	2	1	25	50	Banner|Hero CTA|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-07-10) | More Information (1,2024-03-12) | Sidekick CTA (1,2023-09-26)	Banner
arts	666	link	https://arts.ucalgary.ca/english/future-students/graduate/programs/ma-english	ENGL Future Students Graduate MA - ARTS ,	Basic page	Published	1	647	200	4	1	13	ENGL - 13	2	13|20	ANTH - 20|ENGL - 13	11	3	1	9	1	9	82	Banner|Divider|Hero CTA|Image with Text|More Information|Text	Banner (1,2024-03-15) | Divider (1,2019-04-17) | Hero CTA (1,2023-02-16) | Image with Text (2,2023-09-26) | More Information (4,2024-03-12) | Text (2,2025-01-27)	More Information
arts	667	link	https://arts.ucalgary.ca/english/future-students/graduate/programs/phd-english	ENGL Future Students Graduate Doctorate - ARTS ,	Basic page	Published	0.4	1106	200	4	1	13	ENGL - 13	1	13	ENGL - 13	7	2	1	6	0	14	86	Banner|Hero CTA|Image with Text|More Information|Text	Banner (1,2024-03-15) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | More Information (3,2024-03-12) | Text (1,2025-08-15)	More Information
arts	675	link	https://arts.ucalgary.ca/anthropology-archaeology	ANTH | Home	Basic page	Published	0.1	8823	200	0	1	20	ANTH - 20	2	1|20	ANTH - 20|ARTS - 1	9	1	1	6	2	11	67	Banner|Divider|Hero CTA|Image with Text|News Feed|Thumbnail	Banner (3,2025-11-06) | Divider (1,2021-09-08) | Hero CTA (1,2023-02-16) | Image with Text (1,2025-12-15) | News Feed (2,2025-09-02) | Thumbnail (1,2024-06-25)	Image with Text
arts	676	link	https://arts.ucalgary.ca/communication-media-film	CMF | Home	Basic page	Published	0.1	6983	200	0	1	21	CMF - 21	2	1|21	ARTS - 1|CMF - 21	10	1	1	7	2	10	70	Banner|Divider|Hero CTA|Image with Text|News Feed|Streaming Media|Trio CTA	Banner (1,2023-09-26) | Divider (1,2021-08-09) | Hero CTA (1,2023-07-10) | Image with Text (1,2025-12-15) | News Feed (2,2025-03-18) | Streaming Media (2,2024-10-02) | Trio CTA (2,2024-06-25)	Image with Text
arts	677	link	https://arts.ucalgary.ca/languages-linguistics-literatures-cultures	SLLLC | Home	Basic page	Published	0.1	9265	200	0	1	22	SLLLC - 22	2	1|22	ARTS - 1|SLLLC - 22	9	4	1	4	4	11	44	Hero CTA|Image with Text|Info Shim|News Feed|Related Content|Text|Thumbnail|Trio CTA	Hero CTA (1,2023-07-10) | Image with Text (1,2025-12-15) | Info Shim (1,2023-07-10) | News Feed (2,2022-09-19) | Related Content (1,2024-10-28) | Text (1,2023-09-26) | Thumbnail (1,2024-06-25) | Trio CTA (1,2024-10-24)	Image with Text|Info Shim|Related Content|Thumbnail
arts	687	link	https://arts.ucalgary.ca/communication-media-film/contact	CMF Contact	Basic page	Published	1	800	200	1	1	21	CMF - 21	17	1|13|21|22|37|39|41|43|45|47|49|51|53|54|55|60|64	ALMC - 37|ARTS - 1|CHIN - 39|CMF - 21|Conference - ICCSLTE|ENGL - 13|FREN - 41|FRENCH CENTRE - 54|GERM - 43|INDL - 45|ITAL - 47|JPNS - 49|LING - 22|LRC - 55|RUSS - 51|SLLLC - 22|SPAN - 53	7	4	1	3	3	14	43	Banner|Hero CTA|More Information|Text Grid	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (3,2025-01-27) | Text Grid (2,2025-01-21)	Banner|More Information|Text Grid
arts	694	link	https://arts.ucalgary.ca/communication-media-film/future-students/graduate/how-apply	CMF Future Students Graduate How to Apply	Basic page	Published	2.3	261	200	3	1	21	CMF - 21	1	21	CMF - 21	12	1	1	11	0	8	92	Banner|Checklist|Divider|Hero CTA|More Information|Sidekick CTA|Text|Text Grid	Banner (2,2023-09-26) | Checklist (2,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (2,2023-10-12) | Sidekick CTA (1,2023-09-26) | Text (2,2023-09-26) | Text Grid (1,2023-07-10)	More Information
arts	703	link	https://arts.ucalgary.ca/communication-media-film/about/alumni	CMF About Alumni	Basic page	Published	2.3	28	200	2	1	21	CMF - 21	2	1|21	ARTS - 1|CMF - 21	5	1	1	3	1	20	60	Hero CTA|More Information|News Feed|Related Content|Text	Hero CTA (1,2023-02-16) | More Information (1,2022-10-06) | News Feed (1,2020-04-02) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	More Information
arts	722	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/how-apply	ANTH Future Students Graduate How to Apply	Basic page	Published	0.4	175	200	3	1	20	ANTH - 20	1	20	ANTH - 20	10	1	1	9	0	10	90	Banner|Checklist|Divider|Hero CTA|More Information|Text|Text Grid	Banner (2,2023-09-26) | Checklist (1,2023-09-26) | Divider (2,2019-06-10) | Hero CTA (1,2023-02-16) | More Information (2,2025-08-21) | Text (1,2023-09-26) | Text Grid (1,2023-07-10)	More Information
arts	734	link	https://arts.ucalgary.ca/english/current-students/graduate/reading-lists	ENGL Current Students Graduate Field Reading Lists - ARTS ,	Basic page	Published	2	474	200	3	1	13	ENGL - 13	1	13	ENGL - 13	5	1	1	4	0	20	80	Divider|Hero CTA|More Information|Text|Text Grid	Divider (1,2022-11-02) | Hero CTA (1,2023-02-16) | More Information (1,2024-01-10) | Text (1,2023-09-26) | Text Grid (1,2021-01-04)	More Information
arts	736	link	https://arts.ucalgary.ca/about/community/calgary-distinguished-writers-program	calgary distinguished writers program | Home	Basic page	Published	0.3	814	200	2	1	23	CDWP - 23	1	23	CDWP - 23	7	1	1	6	0	14	86	Hero CTA|Info Shim|Marketo|News Feed|Sidekick CTA|Testimonial|Thumbnail	Hero CTA (1,2025-09-10) | Info Shim (1,2019-09-13) | Marketo (1,2023-06-15) | News Feed (1,2020-04-02) | Sidekick CTA (1,2025-09-10) | Testimonial (1,2025-07-16) | Thumbnail (1,2025-10-08)	Marketo
arts	744	link	https://arts.ucalgary.ca/language-research-centre-home	Language Research Centre | Home	Basic page	Published	2.3	355	200	0	0			2	22|55	LRC - 55|SLLLC - 22	6		1	0	5	17	0	Banner|Divider|Hero CTA|News Feed	Banner (3,2023-09-26) | Divider (1,2020-01-22) | Hero CTA (1,2023-02-16) | News Feed (1,2020-04-02)	
arts	746	link	https://arts.ucalgary.ca/philosophy	Department of Philosophy | Home	Basic page	Published	0.1	5764	200	0	1	33	PHIL - 33	2	1|33	ARTS - 1|PHIL - 33	13	1	1	11	1	8	85	Divider|Hero CTA|Image|Image with Text|News Feed|Related Content|Testimonial|Text|Trio CTA	Divider (2,2025-01-30) | Hero CTA (1,2024-07-23) | Image (1,2023-09-26) | Image with Text (1,2025-12-15) | News Feed (2,2025-10-01) | Related Content (1,2024-08-27) | Testimonial (1,2023-09-26) | Text (2,2023-09-26) | Trio CTA (2,2025-01-13)	Image with Text
arts	747	link	https://arts.ucalgary.ca/psychology	Department of Psychology | Home	Basic page	Published	0.1	20028	200	0	1	34	PSYC - 34	2	1|34	ARTS - 1|PSYC - 34	12	1	1	10	1	8	83	Banner|Divider|Hero CTA|Image|Image with Text|News Feed|Text|Thumbnail|Trio CTA	Banner (2,2023-09-26) | Divider (2,2020-05-15) | Hero CTA (1,2023-05-02) | Image (1,2024-04-15) | Image with Text (1,2025-12-15) | News Feed (2,2020-05-11) | Text (1,2023-09-26) | Thumbnail (1,2024-06-25) | Trio CTA (1,2020-05-11)	Image with Text
arts	751	link	https://arts.ucalgary.ca/anthropology-archaeology/about/alumni	ANTH About Alumni	Basic page	Published	2.3	58	200	2	1	20	ANTH - 20	2	1|20	ANTH - 20|ARTS - 1	5	1	1	3	1	20	60	Hero CTA|More Information|News Feed|Related Content|Text	Hero CTA (1,2023-02-16) | More Information (1,2022-10-06) | News Feed (1,2020-04-02) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	More Information
arts	766	link	https://arts.ucalgary.ca/department-template/contact	DEPT TEMPL Contact	Basic page	Unpublished	2.3		403	1	1	1	ARTS - 1	1	1	ARTS - 1	5	1	1	4	0	20	80	Accordion|Banner|Campus Map|Hero CTA|More Information	Accordion (1,2020-01-16) | Banner (1,2023-09-26) | Campus Map (1,2019-05-01) | Hero CTA (1,2023-02-16) | More Information (1,2022-10-06)	Banner
arts	805	link	https://arts.ucalgary.ca/department-template/future-students/undergraduate/programs/sample-program	DEPT TEMPL Future Students Undergraduate Programs Sample Program	Basic page	Unpublished	2.3		403	4	1	1	ARTS - 1	2	1|20	ANTH - 20|ARTS - 1	5	2	1	3	1	20	60	Banner|Hero CTA|More Information|Sidekick CTA	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | More Information (2,2022-10-06) | Sidekick CTA (1,2023-09-26)	Banner|More Information
arts	807	link	https://arts.ucalgary.ca/department-template/future-students/graduate/programs/sample-program	DEPT TEMPL Future Students Graduate Programs Sample Program	Basic page	Unpublished	2.3		403	4	1	1	ARTS - 1	1	1	ARTS - 1	7	1	1	6	0	14	86	Divider|Hero CTA|More Information|Text|Trio CTA	Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (3,2023-07-10) | Text (1,2023-09-26) | Trio CTA (1,2019-04-30)	More Information
arts	809	link	https://arts.ucalgary.ca/english/about/alumni	ENGL About Alumni - ARTS ,	Basic page	Published	2.3	49	200	2	1	13	ENGL - 13	1	13	ENGL - 13	5		1	4	0	20	80	Hero CTA|More Information|News Feed|Related Content|Text	Hero CTA (1,2023-02-16) | More Information (1,2022-11-09) | News Feed (1,2020-04-02) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	
arts	831	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/undergraduate/programs/social-and-cultural-anthropology	ANTH Future Students Undergraduate Programs Social and Cultural Anthropology	Basic page	Published	1.6	528	200	4	1	20	ANTH - 20	2	1|20	ANTH - 20|ARTS - 1	7	2	1	4	2	14	57	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2024-06-07) | Sidekick CTA (1,2023-09-26) | Text (1,2023-09-26)	Banner|Info Shim
arts	833	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/undergraduate/programs/biological-anthropology	ANTH Future Students Undergraduate Programs Biological Anthropology	Basic page	Published	1.6	786	200	4	1	20	ANTH - 20	2	1|20	ANTH - 20|ARTS - 1	7	2	1	5	1	14	71	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2024-06-07) | Sidekick CTA (1,2023-09-26) | Text (1,2023-09-26)	Banner|Info Shim
arts	835	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/undergraduate/programs/archaeology	ANTH Future Students Undergraduate Programs Archaeology	Basic page	Published	1.6	628	200	4	1	20	ANTH - 20	2	1|20	ANTH - 20|ARTS - 1	8	2	1	5	2	12	62	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2024-06-07) | Sidekick CTA (1,2023-09-26) | Text (2,2023-09-26)	Banner|Info Shim
arts	836	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/undergraduate/programs/development-studies	ANTH Future Students Undergraduate Programs Development Studies	Basic page	Published	0.2	317	200	4	1	20	ANTH - 20	7	1|3|20|34|56|57|58	ANTH - 20|ARTS - 1|GEOG - 3|Geospatial Information Technology|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion	8	2	1	4	3	12	50	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2025-11-18) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2025-11-18) | Sidekick CTA (1,2025-11-18) | Text (2,2025-11-18)	Banner|Info Shim
arts	838	link	https://arts.ucalgary.ca/art-art-history/about/alumni	ART About Alumni	Basic page	Published	2.3	31	200	2	1	36	ART & ART HIST - 36	1	36	ART & ART HIST - 36	5		1	4	0	20	80	Hero CTA|More Information|News Feed|Related Content|Text	Hero CTA (1,2023-02-16) | More Information (1,2022-10-06) | News Feed (1,2020-04-02) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	
arts	848	link	https://arts.ucalgary.ca/communication-media-film/future-students/undergraduate/programs/communication-and-media-studies	CMF Future Students Undergraduate Programs Communication and Media Studies	Basic page	Published	1.8	1502	200	4	1	21	CMF - 21	2	1|21	ARTS - 1|CMF - 21	7	2	1	4	2	14	57	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2024-03-14) | Sidekick CTA (1,2023-09-26) | Text (1,2024-03-12)	Banner|Info Shim
arts	849	link	https://arts.ucalgary.ca/communication-media-film/future-students/undergraduate/programs/film-studies	CMF Future Students Undergraduate Programs Film Studies	Basic page	Published	1.8	276	200	4	1	21	CMF - 21	3	1|13|21	ARTS - 1|CMF - 21|ENGL - 13	7	2	1	3	3	14	43	Banner|Hero CTA|Image with Text|Info Shim|More Information|Sidekick CTA|Text	Banner (1,2023-09-26) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | Info Shim (1,2023-07-10) | More Information (1,2024-03-14) | Sidekick CTA (1,2023-09-26) | Text (1,2023-09-26)	Banner|Info Shim
arts	850	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/undergraduate/field-schools	ANTH Current Students Undergraduate Field Schools	Basic page	Published	0.2	951	200	3	1	20	ANTH - 20	6	3|20|34|56|57|58	ANTH - 20|GEOG - 3|Geospatial Information Technology|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion	8	1	1	5	2	12	62	Divider|Hero CTA|Image|Text	Divider (1,2021-10-26) | Hero CTA (1,2023-02-16) | Image (3,2025-10-23) | Text (3,2025-10-23)	Hero CTA
arts	851	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/programs/anthropology	ANTH Future Students Graduate Programs Anthropology	Basic page	Published	0.4	414	200	4	1	20	ANTH - 20	1	20	ANTH - 20	6	2	1	5	0	17	83	Divider|Hero CTA|More Information|Related Content	Divider (1,2019-06-21) | Hero CTA (1,2023-02-16) | More Information (3,2025-08-21) | Related Content (1,2022-10-06)	More Information
arts	852	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/programs/archaeology	ANTH Future Students Graduate Programs Archaeology	Basic page	Published	0.4	361	200	4	1	20	ANTH - 20	1	20	ANTH - 20	7	2	1	6	0	14	86	Divider|Hero CTA|More Information|Related Content|Text	Divider (1,2019-06-12) | Hero CTA (1,2023-02-16) | More Information (3,2025-08-21) | Related Content (1,2022-10-06) | Text (1,2023-09-26)	More Information
arts	853	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/programs/biological-anthropology	ANTH Future Students Graduate Programs Biological Anthropology	Basic page	Published	0.4	743	200	4	1	20	ANTH - 20	1	20	ANTH - 20	8	2	1	7	0	12	88	Divider|Hero CTA|More Information|Related Content|Text|Thumbnail	Divider (1,2019-06-21) | Hero CTA (1,2023-02-16) | More Information (3,2025-08-21) | Related Content (1,2022-10-06) | Text (1,2025-08-21) | Thumbnail (1,2024-02-14)	More Information
arts	869	link	https://arts.ucalgary.ca/english/research/tia-house	ENGL About TIA House - ARTS ,	Basic page	Unpublished	1.3		403	2	1	13	ENGL - 13	1	13	ENGL - 13	5	1	1	4	0	20	80	Banner|Hero CTA|Text	Banner (1,2024-09-16) | Hero CTA (1,2023-02-16) | Text (3,2023-09-26)	Banner
arts	870	link	https://arts.ucalgary.ca/english/future-students/graduate/free-exchange-graduate-conference	ENGL About Free Exchange Graduate Conference - ARTS ,	Basic page	Published	2	92	200	3	1	13	ENGL - 13	1	13	ENGL - 13	5	1	1	4	0	20	80	Banner|Divider|Hero CTA|Image with Text|More Information	Banner (1,2023-09-26) | Divider (1,2022-11-01) | Hero CTA (1,2023-02-16) | Image with Text (1,2023-09-26) | More Information (1,2024-01-10)	More Information
arts	882	link	https://arts.ucalgary.ca/art-art-history/future-students/graduate/master-fine-arts	ART Future Students Graduate Master of Fine Arts	Basic page	Unpublished	1.2	41	403	3	1	36	ART & ART HIST - 36	1	36	ART & ART HIST - 36	13	1	1	11	1	8	85	Banner|Custom Code|Divider|Hero CTA|More Information|Sidekick CTA|Text|Trio CTA	Banner (2,2024-02-07) | Custom Code (1,2021-11-25) | Divider (2,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (2,2024-10-24) | Sidekick CTA (1,2023-09-26) | Text (3,2024-01-08) | Trio CTA (1,2022-08-29)	More Information
arts	898	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/anthropology-phd-candidacy-policy	ANTH Future Students Graduate Anthropology PhD Policy	Basic page	Published	0.4	194	200	3	1	20	ANTH - 20	6	3|20|34|56|57|58	ANTH - 20|GEOG - 3|Geospatial Information Technology|PSYC - 34|Psychology Clinic|Psychology Equity(comma) Diversity and Inclusion	14		1	12	1	7	86	Accordion|Banner|Divider|Hero CTA|Info Shim|Text|Text Grid	Accordion (1,2020-01-16) | Banner (2,2024-03-18) | Divider (1,2019-06-28) | Hero CTA (1,2023-02-16) | Info Shim (1,2019-06-28) | Text (7,2025-08-21) | Text Grid (1,2019-06-28)	
arts	899	link	https://arts.ucalgary.ca/anthropology-archaeology/future-students/graduate/archaeology-phd-candidacy-policy	ANTH Future Students Graduate Archaeology PhD Policy	Basic page	Published	1.8	107	200	3	1	20	ANTH - 20	1	20	ANTH - 20	14		1	13	0	7	93	Accordion|Banner|Divider|Hero CTA|Info Shim|Text|Text Grid	Accordion (1,2020-01-16) | Banner (2,2024-03-18) | Divider (2,2019-06-28) | Hero CTA (1,2023-02-16) | Info Shim (1,2019-06-28) | Text (6,2023-09-26) | Text Grid (1,2019-06-28)	
arts	913	link	https://arts.ucalgary.ca/english/future-students/graduate/how-apply	ENGL Future Students Graduate How to Apply - ARTS ,	Basic page	Published	1.8	160	200	3	1	13	ENGL - 13	2	2|13	CLARE - 2|ENGL - 13	7	2	1	3	3	14	43	Checklist|Hero CTA|Info Shim|More Information	Checklist (1,2023-09-26) | Hero CTA (1,2023-02-16) | Info Shim (1,2024-03-15) | More Information (4,2024-01-10)	More Information
arts	918	link	https://arts.ucalgary.ca/anthropology-archaeology/about/community-engagement/public-archaeology-program/artifacts	ANTH About Public Archaeology Artifacts	Basic page	Published	2.3	75	200	4	1	20	ANTH - 20	1	20	ANTH - 20	6		1	5	0	17	83	Hero CTA|Image with Text	Hero CTA (1,2023-02-16) | Image with Text (5,2023-09-26)	
arts	926	link	https://arts.ucalgary.ca/art-art-history/research/selected-works/faculty	ART Reseach Selected Works Faculty	Basic page	Published	0.3	158	200	3	1	36	ART & ART HIST - 36	1	36	ART & ART HIST - 36	19	1	6	13	0	32	68	Banner|Divider|Hero CTA|Image Gallery	Banner (1,2023-09-26) | Divider (8,2020-03-16) | Hero CTA (1,2023-02-16) | Image Gallery (9,2025-10-02)	Banner
arts	939	link	https://arts.ucalgary.ca/communication-media-film/future-students/graduate/programs/master-arts-ma	CMF Future Students Graduate Programs Master of Arts	Basic page	Published	1.8	593	200	4	1	21	CMF - 21	1	21	CMF - 21	9	1	1	8	0	11	89	Divider|Hero CTA|More Information|Sidekick CTA|Text	Divider (1,2019-09-06) | Hero CTA (1,2023-02-16) | More Information (3,2024-03-14) | Sidekick CTA (1,2023-09-26) | Text (3,2023-09-26)	More Information
arts	943	link	https://arts.ucalgary.ca/communication-media-film/future-students/graduate/programs/doctor-philosophy-phd	CMF Future Students Graduate Programs Doctor of Philosophy	Basic page	Published	1.8	365	200	4	1	21	CMF - 21	1	21	CMF - 21	9	1	1	8	0	11	89	Divider|Hero CTA|More Information|Sidekick CTA|Text	Divider (1,2019-09-06) | Hero CTA (1,2023-02-16) | More Information (3,2024-03-14) | Sidekick CTA (1,2023-09-26) | Text (3,2023-09-26)	More Information
arts	971	link	https://arts.ucalgary.ca/communication-media-film/future-students/graduate/referee-requirements	CMF Future Students Graduate Referee Requirements	Basic page	Published	2.3	101	200	3	1	21	CMF - 21	1	21	CMF - 21	7		1	6	0	14	86	Banner|Divider|Hero CTA|More Information|Text|Text Grid	Banner (1,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | More Information (1,2023-07-10) | Text (2,2023-09-26) | Text Grid (1,2023-07-10)	
arts	979	link	https://arts.ucalgary.ca/languages-linguistics-literatures-cultures/language-placement	SLLLC Future Students Language Placement	Basic page	Published	2.3	1898	200	1	1	22	SLLLC - 22	1	22	SLLLC - 22	13	1	1	12	0	8	92	Banner|Divider|Hero CTA|Image|Text	Banner (2,2023-09-26) | Divider (1,2023-07-10) | Hero CTA (1,2023-02-16) | Image (8,2023-09-26) | Text (1,2023-09-26)	Text
